id_alumne,id_professor,dia,franja,materia,grup_curs,tipus_falta,comentari
5,424,2014-10-23,12:50:00-13:45:00,(MA3)Matemàtiques,(ESO LOE 3 B) 3 ESO B,Absència, 
40,424,2014-10-23,12:50:00-13:45:00,(MA3)Matemàtiques,(ESO LOE 3 B) 3 ESO B,Absència, 
110,424,2014-10-23,12:50:00-13:45:00,(MA3)Matemàtiques,(ESO LOE 3 B) 3 ESO B,Absència, 
80,424,2014-10-24,09:15:00-10:15:00,(MA3)Matemàtiques,(ESO LOE 3 C) 3 ESO C,Justificada, 
86,424,2014-10-24,13:45:00-14:45:00,(MA3)Matemàtiques,(ESO LOE 3 A) 3 ESO A,Justificada, 
70,424,2014-10-27,09:15:00-10:15:00,(MA3)Matemàtiques,(ESO LOE 3 B) 3 ESO B,Justificada, 
56,424,2014-10-27,09:15:00-10:15:00,(MA3)Matemàtiques,(ESO LOE 3 B) 3 ESO B,Absència, 
86,424,2014-10-27,11:35:00-12:35:00,(MA3)Matemàtiques,(ESO LOE 3 A) 3 ESO A,Justificada, 
48,424,2014-10-27,11:35:00-12:35:00,(MA3)Matemàtiques,(ESO LOE 3 A) 3 ESO A,Justificada, 
56,435,2014-11-05,08:15:00-09:15:00,(LS3)Llengua castellana i literatura,(ESO LOE 3 B) 3 ESO B,Absència,
48,424,2014-10-28,11:35:00-12:35:00,(MA3)Matemàtiques,(ESO LOE 3 A) 3 ESO A,Justificada, 
343,424,2014-10-28,13:45:00-14:45:00,(MS)Matemàtiques aplicades a les ciències socials,(BATX LOE 2 A) 2 BATX,Absència, 
56,424,2014-10-29,12:50:00-13:45:00,(MA3)Matemàtiques,(ESO LOE 3 B) 3 ESO B,Absència, 
342,424,2014-10-29,12:50:00-13:45:00,(MA3)Matemàtiques,(ESO LOE 3 B) 3 ESO B,Absència, 
101,424,2014-10-30,10:40:00-11:35:00,(MA3)Matemàtiques,(ESO LOE 3 C) 3 ESO C,Absència, 
62,424,2014-10-30,10:40:00-11:35:00,(MA3)Matemàtiques,(ESO LOE 3 C) 3 ESO C,Absència, 
27,424,2014-10-30,10:40:00-11:35:00,(MA3)Matemàtiques,(ESO LOE 3 C) 3 ESO C,Absència, 
6,424,2014-10-30,11:35:00-12:35:00,Matemàtiques 3/4,(REFORÇ),Absència, 
328,424,2014-10-30,11:35:00-12:35:00,Matemàtiques 3/4,(REFORÇ),Absència, 
198,424,2014-10-30,11:35:00-12:35:00,Matemàtiques 3/4,(REFORÇ),Absència, 
101,424,2014-10-30,11:35:00-12:35:00,Matemàtiques 3/4,(REFORÇ),Absència, 
56,424,2014-10-30,12:50:00-13:45:00,(MA3)Matemàtiques,(ESO LOE 3 B) 3 ESO B,Absència, 
64,424,2014-10-30,12:50:00-13:45:00,(MA3)Matemàtiques,(ESO LOE 3 B) 3 ESO B,Absència, 
342,424,2014-11-03,09:15:00-10:15:00,(MA3)Matemàtiques,(ESO LOE 3 B) 3 ESO B,Absència, 
88,424,2014-11-03,09:15:00-10:15:00,(MA3)Matemàtiques,(ESO LOE 3 B) 3 ESO B,Absència, 
56,424,2014-11-03,09:15:00-10:15:00,(MA3)Matemàtiques,(ESO LOE 3 B) 3 ESO B,Absència, 
5,424,2014-11-03,09:15:00-10:15:00,(MA3)Matemàtiques,(ESO LOE 3 B) 3 ESO B,Absència, 
40,424,2014-11-03,09:15:00-10:15:00,(MA3)Matemàtiques,(ESO LOE 3 B) 3 ESO B,Absència, 
198,424,2014-11-03,11:35:00-12:35:00,(MA3)Matemàtiques,(ESO LOE 3 A) 3 ESO A,Absència, 
3,448,2014-11-05,09:15:00-10:15:00,(IN4)Informàtica INFO 2,(OPTATIVES ESO 4),Justificada,
261,448,2014-11-05,09:15:00-10:15:00,(IN4)Informàtica INFO 2,(OPTATIVES ESO 4),Justificada,
285,456,2014-10-08,09:15:00-10:15:00,(HF)Història de la filosofia,(BATX LOE 2 A) 2 BATX,Absència, 
334,448,2014-11-05,09:15:00-10:15:00,(IN4)Informàtica INFO 2,(OPTATIVES ESO 4),Incident,No treballa
300,448,2014-11-05,09:15:00-10:15:00,(IN4)Informàtica INFO 2,(OPTATIVES ESO 4),Absència,
29,448,2014-11-05,09:15:00-10:15:00,(IN4)Informàtica INFO 2,(OPTATIVES ESO 4),Incident,No treballa
327,448,2014-11-05,09:15:00-10:15:00,(IN4)Informàtica INFO 2,(OPTATIVES ESO 4),Incident,No treballa
255,429,2014-11-05,10:40:00-11:35:00,(EF1)Educació física,(ESO LOE 1 B) 1 ESO B,Justificada,
272,462,2014-11-05,10:40:00-11:35:00,UF2. Components d un equip microinformàtic,(CFPM AG10 A) 1 CFPM,Justificada,
266,462,2014-11-05,10:40:00-11:35:00,UF2. Components d un equip microinformàtic,(CFPM AG10 A) 1 CFPM,Absència,
198,444,2014-11-05,09:15:00-10:15:00,(CN3FQ)Ciències de la naturalesa - Física i Química,(ESO LOE 3 A) 3 ESO A,Absència,
3,447,2014-11-05,10:40:00-11:35:00,(IA4)Llengua estrangera Anglès,(ESO LOE 4 B) 4 ESO B,Justificada,
300,447,2014-11-05,10:40:00-11:35:00,(IA4)Llengua estrangera Anglès,(ESO LOE 4 B) 4 ESO B,Absència,
168,446,2014-11-05,10:40:00-11:35:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 A) 2 ESO A,Justificada,
138,446,2014-11-05,10:40:00-11:35:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 A) 2 ESO A,Incident,
155,446,2014-11-05,10:40:00-11:35:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 A) 2 ESO A,Justificada,
116,446,2014-11-05,10:40:00-11:35:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 A) 2 ESO A,Absència,
66,459,2014-11-05,11:35:00-12:35:00,(CN2)Ciències de la naturalesa,(ESO LOE 2 C) 2 ESO C,Absència,
111,459,2014-11-05,11:35:00-12:35:00,(CN2)Ciències de la naturalesa,(ESO LOE 2 C) 2 ESO C,Absència,
39,459,2014-11-05,11:35:00-12:35:00,(CN2)Ciències de la naturalesa,(ESO LOE 2 C) 2 ESO C,Absència,
171,459,2014-11-05,11:35:00-12:35:00,(CN2)Ciències de la naturalesa,(ESO LOE 2 C) 2 ESO C,Incident,No porta llibre i no fa els deures
289,455,2014-11-05,11:35:00-12:35:00,(IA)Llengua estrangera, Anglès,(BATX LOE 2 A) 2 BATX,Absència,
287,455,2014-11-05,11:35:00-12:35:00,(IA)Llengua estrangera, Anglès,(BATX LOE 2 A) 2 BATX,Absència,
195,455,2014-11-05,11:35:00-12:35:00,(IA)Llengua estrangera, Anglès,(BATX LOE 2 A) 2 BATX,Absència,
293,455,2014-11-05,11:35:00-12:35:00,(IA)Llengua estrangera, Anglès,(BATX LOE 2 A) 2 BATX,Absència,
288,455,2014-11-05,11:35:00-12:35:00,(IA)Llengua estrangera, Anglès,(BATX LOE 2 A) 2 BATX,Absència,
279,455,2014-11-05,11:35:00-12:35:00,(IA)Llengua estrangera, Anglès,(BATX LOE 2 A) 2 BATX,Absència,
290,455,2014-11-05,11:35:00-12:35:00,(IA)Llengua estrangera, Anglès,(BATX LOE 2 A) 2 BATX,Absència,
298,455,2014-11-05,11:35:00-12:35:00,(IA)Llengua estrangera, Anglès,(BATX LOE 2 A) 2 BATX,Absència,
296,455,2014-11-05,11:35:00-12:35:00,(IA)Llengua estrangera, Anglès,(BATX LOE 2 A) 2 BATX,Absència,
59,439,2014-11-05,11:35:00-12:35:00,(MA2)Matemàtiques,(ESO LOE 2 B) 2 ESO B,Absència,
198,455,2014-11-05,12:50:00-13:45:00,(IA3)Llengua estrangera Anglès,(ESO LOE 3 A) 3 ESO A,Absència,
174,457,2014-11-05,12:50:00-13:45:00,(MU1)Música,(ESO LOE 1 B) 1 ESO B,Retard,
227,457,2014-11-05,12:50:00-13:45:00,(MU1)Música,(ESO LOE 1 B) 1 ESO B,Retard,
255,457,2014-11-05,12:50:00-13:45:00,(MU1)Música,(ESO LOE 1 B) 1 ESO B,Justificada,
256,457,2014-11-05,12:50:00-13:45:00,(MU1)Música,(ESO LOE 1 B) 1 ESO B,Retard,
260,457,2014-11-05,12:50:00-13:45:00,(MU1)Música,(ESO LOE 1 B) 1 ESO B,Retard,
191,457,2014-11-05,12:50:00-13:45:00,(MU1)Música,(ESO LOE 1 B) 1 ESO B,Retard,
235,457,2014-11-05,12:50:00-13:45:00,(MU1)Música,(ESO LOE 1 B) 1 ESO B,Retard,
59,461,2014-11-05,12:50:00-13:45:00,(LS2)Llengua castellana i literatura,(ESO LOE 2 B) 2 ESO B,Absència,
178,461,2014-11-05,12:50:00-13:45:00,(LS2)Llengua castellana i literatura,(ESO LOE 2 B) 2 ESO B,Incident,
90,461,2014-11-05,12:50:00-13:45:00,(LS2)Llengua castellana i literatura,(ESO LOE 2 B) 2 ESO B,Incident,
78,461,2014-11-05,12:50:00-13:45:00,(LS2)Llengua castellana i literatura,(ESO LOE 2 B) 2 ESO B,Incident,
122,462,2014-11-05,12:50:00-13:45:00,UF1. Introducció a les xarxes locals,(CFPM IC10 C) 3 CFPM,Absència,
126,462,2014-11-05,12:50:00-13:45:00,UF1. Introducció a les xarxes locals,(CFPM IC10 C) 3 CFPM,Absència,
127,462,2014-11-05,12:50:00-13:45:00,UF1. Introducció a les xarxes locals,(CFPM IC10 C) 3 CFPM,Absència,
177,461,2014-11-05,12:50:00-13:45:00,(LS2)Llengua castellana i literatura,(ESO LOE 2 B) 2 ESO B,Incident,
289,444,2014-11-05,12:50:00-13:45:00,(QI)Química,(BATX LOE 2 A) 2 BATX,Absència,
240,433,2014-11-05,11:35:00-12:35:00,(MA1)Matemàtiques,(ESO LOE 1 A) 1 ESO A,Justificada,
239,433,2014-11-05,11:35:00-12:35:00,(MA1)Matemàtiques,(ESO LOE 1 A) 1 ESO A,Justificada,
211,461,2014-11-05,13:45:00-14:45:00,(TU1)Tutoria,(ESO LOE 1 A) 1 ESO A,Justificada,PEDIATRE
262,461,2014-11-05,13:45:00-14:45:00,(TU1)Tutoria,(ESO LOE 1 A) 1 ESO A,Absència,
230,461,2014-11-05,13:45:00-14:45:00,(TU1)Tutoria,(ESO LOE 1 A) 1 ESO A,Justificada,
239,461,2014-11-05,13:45:00-14:45:00,(TU1)Tutoria,(ESO LOE 1 A) 1 ESO A,Justificada,
240,461,2014-11-05,13:45:00-14:45:00,(TU1)Tutoria,(ESO LOE 1 A) 1 ESO A,Justificada,
3,423,2014-11-05,08:15:00-09:15:00,(SF4)Segona llengua estrangera Francès,(OPTATIVES ESO 4),Justificada,
286,423,2014-11-05,08:15:00-09:15:00,(SF4)Segona llengua estrangera Francès,(OPTATIVES ESO 4),Absència,
62,423,2014-11-05,10:40:00-11:35:00,(FRA3)Segona llengua estrangera (Francès) 3,(OPTATIVES ESO 3),Justificada,
180,423,2014-11-05,13:45:00-14:45:00,(FRA2)Segona llengua estrangera (Francès) 2,(OPTATIVES ESO 2),Justificada,
168,423,2014-11-05,13:45:00-14:45:00,(FRA2)Segona llengua estrangera (Francès) 2,(OPTATIVES ESO 2),Justificada,
155,423,2014-11-05,13:45:00-14:45:00,(FRA2)Segona llengua estrangera (Francès) 2,(OPTATIVES ESO 2),Justificada,
330,423,2014-10-29,09:15:00-10:15:00,(SF)Segona llengua estrangera Francès,(BATX LOE 1 A) 1 BATX ,Absència, 
6,436,2014-11-05,11:35:00-12:35:00,(LL4)Llatí,(OPTATIVES ESO 4),Justificada,
261,436,2014-11-05,11:35:00-12:35:00,(LL4)Llatí,(OPTATIVES ESO 4),Justificada,
300,436,2014-11-05,11:35:00-12:35:00,(LL4)Llatí,(OPTATIVES ESO 4),Absència,
286,436,2014-11-05,11:35:00-12:35:00,(LL4)Llatí,(OPTATIVES ESO 4),Absència,
88,423,2014-11-03,13:45:00-14:45:00,(FRA3)Segona llengua estrangera (Francès) 3,(OPTATIVES ESO 3),Absència, 
89,423,2014-11-03,13:45:00-14:45:00,(FRA3)Segona llengua estrangera (Francès) 3,(OPTATIVES ESO 3),Absència, 
287,431,2014-11-05,13:45:00-14:45:00,(FS)Física,(BATX LOE 2 A) 2 BATX,Absència,
295,431,2014-11-05,13:45:00-14:45:00,(FS)Física,(BATX LOE 2 A) 2 BATX,Absència,
283,431,2014-11-05,13:45:00-14:45:00,(FS)Física,(BATX LOE 2 A) 2 BATX,Absència,
290,431,2014-11-05,13:45:00-14:45:00,(FS)Física,(BATX LOE 2 A) 2 BATX,Absència,
59,459,2014-11-06,08:15:00-09:15:00,(CN2)Ciències de la naturalesa,(ESO LOE 2 B) 2 ESO B,Absència,
76,459,2014-11-06,08:15:00-09:15:00,(CN2)Ciències de la naturalesa,(ESO LOE 2 B) 2 ESO B,Absència,
342,457,2014-11-06,08:15:00-09:15:00,(MU3)Música,(ESO LOE 3 B) 3 ESO B,Absència,
93,457,2014-11-06,08:15:00-09:15:00,(MU3)Música,(ESO LOE 3 B) 3 ESO B,Retard,
40,457,2014-11-06,08:15:00-09:15:00,(MU3)Música,(ESO LOE 3 B) 3 ESO B,Retard,
95,457,2014-11-06,08:15:00-09:15:00,(MU3)Música,(ESO LOE 3 B) 3 ESO B,Justificada,
90,459,2014-11-06,08:15:00-09:15:00,(CN2)Ciències de la naturalesa,(ESO LOE 2 B) 2 ESO B,Incident,No porta la llibreta de ciències
62,438,2014-11-06,09:15:00-10:15:00,(LC3)Llengua catalana i literatura,(ESO LOE 3 C) 3 ESO C,Justificada,
107,459,2014-11-06,09:15:00-10:15:00,(CN2)Ciències de la naturalesa,(ESO LOE 2 A) 2 ESO A,Justificada,
38,459,2014-11-06,09:15:00-10:15:00,(CN2)Ciències de la naturalesa,(ESO LOE 2 A) 2 ESO A,Absència,
149,459,2014-11-06,09:15:00-10:15:00,(CN2)Ciències de la naturalesa,(ESO LOE 2 A) 2 ESO A,Justificada,
199,461,2014-11-06,09:15:00-10:15:00,(LS1)Llengua castellana i literatura,(ESO LOE 1 C) 1 ESO C,Justificada,
257,461,2014-11-06,09:15:00-10:15:00,(LS1)Llengua castellana i literatura,(ESO LOE 1 C) 1 ESO C,Justificada,
225,461,2014-11-06,09:15:00-10:15:00,(LS1)Llengua castellana i literatura,(ESO LOE 1 C) 1 ESO C,Justificada,
181,461,2014-11-06,09:15:00-10:15:00,(LS1)Llengua castellana i literatura,(ESO LOE 1 C) 1 ESO C,Justificada,
241,461,2014-11-06,09:15:00-10:15:00,(LS1)Llengua castellana i literatura,(ESO LOE 1 C) 1 ESO C,Justificada,
264,461,2014-11-06,09:15:00-10:15:00,(LS1)Llengua castellana i literatura,(ESO LOE 1 C) 1 ESO C,Justificada,
214,461,2014-11-06,09:15:00-10:15:00,(LS1)Llengua castellana i literatura,(ESO LOE 1 C) 1 ESO C,Incident,
201,461,2014-11-06,09:15:00-10:15:00,(LS1)Llengua castellana i literatura,(ESO LOE 1 C) 1 ESO C,Incident,
342,456,2014-11-06,09:15:00-10:15:00,(EC3)Educació per a la ciutadania,(ESO LOE 3 B) 3 ESO B,Absència,
308,456,2014-11-06,09:15:00-10:15:00,(EC3)Educació per a la ciutadania,(ESO LOE 3 B) 3 ESO B,Absència,
344,456,2014-11-06,09:15:00-10:15:00,(EC3)Educació per a la ciutadania,(ESO LOE 3 B) 3 ESO B,Absència,
25,456,2014-11-06,09:15:00-10:15:00,(EC3)Educació per a la ciutadania,(ESO LOE 3 B) 3 ESO B,Absència,
113,456,2014-11-06,09:15:00-10:15:00,(EC3)Educació per a la ciutadania,(ESO LOE 3 B) 3 ESO B,Absència,
59,437,2014-11-06,09:15:00-10:15:00,(RE2)Religió catòlica,(ESO LOE 2 B) 2 ESO B,Absència,
261,436,2014-11-06,08:15:00-09:15:00,(LL4)Llatí,(OPTATIVES ESO 4),Absència,
300,436,2014-11-06,08:15:00-09:15:00,(LL4)Llatí,(OPTATIVES ESO 4),Absència,
286,436,2014-11-06,08:15:00-09:15:00,(LL4)Llatí,(OPTATIVES ESO 4),Absència,
215,461,2014-11-05,13:45:00-14:45:00,(TU1)Tutoria,(ESO LOE 1 A) 1 ESO A,Incident, 
200,455,2014-11-06,10:40:00-11:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 B) 1 ESO B,Justificada,
207,455,2014-11-06,10:40:00-11:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 B) 1 ESO B,Justificada,
235,455,2014-11-06,10:40:00-11:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 B) 1 ESO B,Absència,
184,457,2014-11-06,10:40:00-11:35:00,(MU1)Música,(ESO LOE 1 C) 1 ESO C,Retard,
199,457,2014-11-06,10:40:00-11:35:00,(MU1)Música,(ESO LOE 1 C) 1 ESO C,Justificada,
201,457,2014-11-06,10:40:00-11:35:00,(MU1)Música,(ESO LOE 1 C) 1 ESO C,Retard,
260,455,2014-11-06,10:40:00-11:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 B) 1 ESO B,Absència,
2,453,2014-11-06,08:15:00-09:15:00,(BG4)Biologia i geologia,(OPTATIVES ESO 4),Absència,
257,457,2014-11-06,10:40:00-11:35:00,(MU1)Música,(ESO LOE 1 C) 1 ESO C,Justificada,
191,455,2014-11-06,10:40:00-11:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 B) 1 ESO B,Absència,
212,457,2014-11-06,10:40:00-11:35:00,(MU1)Música,(ESO LOE 1 C) 1 ESO C,Retard,
214,457,2014-11-06,10:40:00-11:35:00,(MU1)Música,(ESO LOE 1 C) 1 ESO C,Retard,
225,457,2014-11-06,10:40:00-11:35:00,(MU1)Música,(ESO LOE 1 C) 1 ESO C,Justificada,
332,453,2014-11-06,08:15:00-09:15:00,(BG4)Biologia i geologia,(OPTATIVES ESO 4),Absència,
200,453,2014-11-06,09:15:00-10:15:00,(CN1)Ciències de la naturalesa,(ESO LOE 1 B) 1 ESO B,Justificada,
181,457,2014-11-06,10:40:00-11:35:00,(MU1)Música,(ESO LOE 1 C) 1 ESO C,Justificada,
241,457,2014-11-06,10:40:00-11:35:00,(MU1)Música,(ESO LOE 1 C) 1 ESO C,Justificada,
246,457,2014-11-06,10:40:00-11:35:00,(MU1)Música,(ESO LOE 1 C) 1 ESO C,Retard,
250,457,2014-11-06,10:40:00-11:35:00,(MU1)Música,(ESO LOE 1 C) 1 ESO C,Retard,
38,420,2014-11-06,10:40:00-11:35:00,(CS2)Ciències socials, geografia i història,(ESO LOE 2 A) 2 ESO A,Absència,
107,420,2014-11-06,10:40:00-11:35:00,(CS2)Ciències socials, geografia i història,(ESO LOE 2 A) 2 ESO A,Justificada,
342,438,2014-11-06,10:40:00-11:35:00,(LC3)Llengua catalana i literatura,(ESO LOE 3 B) 3 ESO B,Absència,
56,438,2014-11-06,10:40:00-11:35:00,(LC3)Llengua catalana i literatura,(ESO LOE 3 B) 3 ESO B,Absència,
95,438,2014-11-06,10:40:00-11:35:00,(LC3)Llengua catalana i literatura,(ESO LOE 3 B) 3 ESO B,Justificada,
239,453,2014-11-05,10:40:00-11:35:00,(CN1)Ciències de la naturalesa,(ESO LOE 1 A) 1 ESO A,Justificada, 
213,455,2014-11-06,10:40:00-11:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 B) 1 ESO B,Incident,
198,429,2014-11-06,10:40:00-11:35:00,(EF3)Educació física,(ESO LOE 3 A) 3 ESO A,Absència,
58,429,2014-11-06,10:40:00-11:35:00,(EF3)Educació física,(ESO LOE 3 A) 3 ESO A,Absència,
261,456,2014-11-06,10:40:00-11:35:00,(HC4)Història i cultura de les religions,(ESO LOE 4 A) 4 ESO A,Absència,
57,458,2014-11-06,09:15:00-10:15:00,(EV3)Educació visual i plàstica,(ESO LOE 3 A) 3 ESO A,Incident,
58,458,2014-11-06,09:15:00-10:15:00,(EV3)Educació visual i plàstica,(ESO LOE 3 A) 3 ESO A,Absència,
200,438,2014-11-06,11:35:00-12:35:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 B) 1 ESO B,Justificada,
207,438,2014-11-06,11:35:00-12:35:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 B) 1 ESO B,Justificada,
235,438,2014-11-06,11:35:00-12:35:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 B) 1 ESO B,Absència,
260,438,2014-11-06,11:35:00-12:35:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 B) 1 ESO B,Absència,
191,438,2014-11-06,11:35:00-12:35:00,(LC1)Llengua catalana i literatura,(ESO LOE 1 B) 1 ESO B,Absència,
175,461,2014-11-06,11:35:00-12:35:00,(LS2)Llengua castellana i literatura,(ESO LOE 2 A) 2 ESO A,Absència,
38,461,2014-11-06,11:35:00-12:35:00,(LS2)Llengua castellana i literatura,(ESO LOE 2 A) 2 ESO A,Absència,
149,461,2014-11-06,11:35:00-12:35:00,(LS2)Llengua castellana i literatura,(ESO LOE 2 A) 2 ESO A,Justificada,
156,461,2014-11-06,11:35:00-12:35:00,(LS2)Llengua castellana i literatura,(ESO LOE 2 A) 2 ESO A,Incident,
107,461,2014-11-06,11:35:00-12:35:00,(LS2)Llengua castellana i literatura,(ESO LOE 2 A) 2 ESO A,Justificada,
116,461,2014-11-06,11:35:00-12:35:00,(LS2)Llengua castellana i literatura,(ESO LOE 2 A) 2 ESO A,Absència,
138,461,2014-11-06,11:35:00-12:35:00,(LS2)Llengua castellana i literatura,(ESO LOE 2 A) 2 ESO A,Incident,
325,436,2014-11-06,10:40:00-11:35:00,(LA)Llatí,(BATX LOE 1 A) 1 BATX ,Justificada,
330,436,2014-11-06,10:40:00-11:35:00,(LA)Llatí,(BATX LOE 1 A) 1 BATX ,Absència,
342,459,2014-11-06,11:35:00-12:35:00,(CN3BG)Ciències de la naturalesa - Biologia i Geologia,(ESO LOE 3 B) 3 ESO B,Absència,
95,459,2014-11-06,11:35:00-12:35:00,(CN3BG)Ciències de la naturalesa - Biologia i Geologia,(ESO LOE 3 B) 3 ESO B,Justificada,
136,461,2014-11-06,11:35:00-12:35:00,(LS2)Llengua castellana i literatura,(ESO LOE 2 A) 2 ESO A,Incident,
160,461,2014-11-06,11:35:00-12:35:00,(LS2)Llengua castellana i literatura,(ESO LOE 2 A) 2 ESO A,Incident,
199,456,2014-11-06,11:35:00-12:35:00,(HC1)Història i cultura de les religions,(ESO LOE 1 C) 1 ESO C,Justificada,
257,456,2014-11-06,11:35:00-12:35:00,(HC1)Història i cultura de les religions,(ESO LOE 1 C) 1 ESO C,Justificada,
225,456,2014-11-06,11:35:00-12:35:00,(HC1)Història i cultura de les religions,(ESO LOE 1 C) 1 ESO C,Justificada,
264,456,2014-11-06,11:35:00-12:35:00,(HC1)Història i cultura de les religions,(ESO LOE 1 C) 1 ESO C,Justificada,
272,450,2014-11-06,11:35:00-12:35:00,UF1. Introducció als sistemes operatius.,(CFPM AG10 A) 1 CFPM,Justificada,
266,450,2014-11-06,11:35:00-12:35:00,UF1. Introducció als sistemes operatius.,(CFPM AG10 A) 1 CFPM,Absència,
265,450,2014-11-06,11:35:00-12:35:00,UF1. Introducció als sistemes operatius.,(CFPM AG10 A) 1 CFPM,Absència,
262,446,2014-11-06,11:35:00-12:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Absència,
189,446,2014-11-06,11:35:00-12:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Justificada,
259,446,2014-11-06,11:35:00-12:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Absència,
239,446,2014-11-06,11:35:00-12:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Justificada,
240,446,2014-11-06,11:35:00-12:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Justificada,
210,446,2014-11-06,11:35:00-12:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Incident,
204,446,2014-11-06,11:35:00-12:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Incident,
317,447,2014-11-06,08:15:00-09:15:00,(IA)Llengua estrangera, Anglès,(BATX LOE 1 A) 1 BATX ,Justificada,
215,446,2014-11-06,11:35:00-12:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Incident,
2,447,2014-11-06,09:15:00-10:15:00,(IA4)Llengua estrangera Anglès,(ESO LOE 4 A) 4 ESO A,Absència,
218,446,2014-11-06,11:35:00-12:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Incident,
261,447,2014-11-06,09:15:00-10:15:00,(IA4)Llengua estrangera Anglès,(ESO LOE 4 A) 4 ESO A,Absència,
224,446,2014-11-06,11:35:00-12:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Incident,
233,446,2014-11-06,11:35:00-12:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Incident,
232,446,2014-11-06,11:35:00-12:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Incident,
244,446,2014-11-06,11:35:00-12:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Incident,
325,422,2014-11-06,11:35:00-12:35:00,(LS)Llengua castellana i literatura,(BATX LOE 1 A) 1 BATX ,Justificada,
330,422,2014-11-06,11:35:00-12:35:00,(LS)Llengua castellana i literatura,(BATX LOE 1 A) 1 BATX ,Absència,
247,446,2014-11-06,11:35:00-12:35:00,(IA1)Llengua estrangera Anglès,(ESO LOE 1 A) 1 ESO A,Incident,
33,447,2014-11-06,11:35:00-12:35:00,(IA4)Llengua estrangera Anglès,(ESO LOE 4 B) 4 ESO B,Absència,
59,443,2014-11-06,11:35:00-12:35:00,(TE2)Tecnologies,(ESO LOE 2 B) 2 ESO B,Absència,
303,422,2014-11-06,11:35:00-12:35:00,(LS)Llengua castellana i literatura,(BATX LOE 1 A) 1 BATX ,Absència,
300,447,2014-11-06,11:35:00-12:35:00,(IA4)Llengua estrangera Anglès,(ESO LOE 4 B) 4 ESO B,Absència,
332,447,2014-11-06,11:35:00-12:35:00,(IA4)Llengua estrangera Anglès,(ESO LOE 4 B) 4 ESO B,Absència,
272,447,2014-11-06,10:40:00-11:35:00,UF1. Anglès tècnic,(CFPM AG10 A) 1 CFPM,Justificada,
266,447,2014-11-06,10:40:00-11:35:00,UF1. Anglès tècnic,(CFPM AG10 A) 1 CFPM,Absència,
62,455,2014-11-06,12:50:00-13:45:00,(IA3)Llengua estrangera Anglès,(ESO LOE 3 C) 3 ESO C,Justificada,
76,446,2014-11-06,12:50:00-13:45:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 B) 2 ESO B,Absència,
41,457,2014-11-06,12:50:00-13:45:00,(MU4)Música,(OPTATIVES ESO 4),Absència,
59,446,2014-11-06,12:50:00-13:45:00,(IA2)Llengua estrangera Anglès,(ESO LOE 2 B) 2 ESO B,Absència,
2,426,2014-11-06,11:35:00-12:35:00,(LC4)Llengua catalana i literatura,(ESO LOE 4 A) 4 ESO A,Absència,
332,457,2014-11-06,12:50:00-13:45:00,(MU4)Música,(OPTATIVES ESO 4),Absència,
286,457,2014-11-06,12:50:00-13:45:00,(MU4)Música,(OPTATIVES ESO 4),Absència,
41,426,2014-11-06,11:35:00-12:35:00,(LC4)Llengua catalana i literatura,(ESO LOE 4 A) 4 ESO A,Absència,
261,426,2014-11-06,11:35:00-12:35:00,(LC4)Llengua catalana i literatura,(ESO LOE 4 A) 4 ESO A,Absència,
200,461,2014-11-06,12:50:00-13:45:00,(LS1)Llengua castellana i literatura,(ESO LOE 1 B) 1 ESO B,Justificada,
